name,description,source,duration,variation,Type,optionalResourceAndAmount,baseDiceAdjustment,dicePoolModifier,penetration,ranges,usesPerRound,optionalAreaOfEffects,damageTypes,governingSkillName
One-handed Stormcraft Large Spear,"Two-handed spear, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft Large Spear,"Fellblood, 1",+2,+0d6,2,Melee,Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Large Spear,"Two-handed spear, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft Large Spear,"Fellblood, 1",+2,+2d6,3,Melee,Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,One-handed,Stormcraft Brutal Reach Melee,"Fellblood, 2",+1,-1d,1,Reach,Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Brutal Reach Melee,"Greatsword, zweihänder, naginata, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,Two-handed,Stormcraft Brutal Reach Melee,"Fellblood, 2",+1,+3d6,2,Reach,Swift,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,One-handed,Stormcraft Balanced Reach Melee,"Fellblood, 2",+0,-1d,2,Reach,Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Balanced Reach Melee,"Greatsword, zweihänder, naginata, halberd's spike, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,Two-handed,Stormcraft Balanced Reach Melee,"Fellblood, 2",+0,+3d6,3,Reach,Swift,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,One-handed,Stormcraft Penetrating Reach Melee,"Fellblood, 2",-1,-1d,3,Reach,Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Penetrating Reach Melee,"Poleaxe hammer, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,Two-handed,Stormcraft Penetrating Reach Melee,"Fellblood, 2",-1,+3d6,4,Reach,Swift,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,One-handed,Stormcraft Reach Spear,"Fellblood, 2",+2,-1d,2,Reach,Steady,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Reach Spear,"Pike, lance, ect... Disadvantage while in confined spaces.",Stormcraft,1 Combat Round,Two-handed,Stormcraft Reach Spear,"Fellblood, 2",+2,+3d6,3,Reach,Steady,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Thrown Brutal Close Melee,"Ninja stars, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft Thrown Brutal Close Melee,"Fellblood, 0",+1,+0d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Thrown Brutal Close Melee,"Ninja stars, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Thrown Brutal Close Melee,"Fellblood, 0",+1,+1d6,0,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Thrown Balanced Close Melee,"Throwing daggers, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft Thrown Balanced Close Melee,"Fellblood, 0",+0,+0d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Thrown Balanced Close Melee,"Throwing daggers, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Thrown Balanced Close Melee,"Fellblood, 0",+0,+1d6,1,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft Thrown Penetrating Close Melee,"Fellblood, 0",-1,+0d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Thrown Penetrating Close Melee,"Thrown small club, rocks, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Thrown Penetrating Close Melee,"Fellblood, 0",-1,+1d6,2,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Thrown Medium Spear,"Thrown Javelins, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft Thrown Medium Spear,"Fellblood, 0",+0,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Thrown Large Spear,Thrown two-handed spears.,Stormcraft,1 Combat Round,One-handed,Stormcraft Thrown Large Spear,"Fellblood, 0",+0,+1d6,3,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Sling with Standard Sling Bullet,A flexible strap used to hurl small objects.,Stormcraft,1 Combat Round,One-handed,Stormcraft Sling,"Fellblood, 0",+0,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,One-handed,Stormcraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Brutal Hand Crossbow,"Fellblood, 1",+1,+0d6,0,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Brutal Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Brutal Hand Crossbow,"Fellblood, 1",+1,+1d6,0,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,One-handed,Stormcraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Balanced Hand Crossbow,"Fellblood, 1",+0,+0d6,1,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Balanced Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Balanced Hand Crossbow,"Fellblood, 1",+0,+1d6,1,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,One-handed,Stormcraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+0d6,2,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Penetrating Hand Crossbow,Small crossbows designed to be held in one hand.,Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Penetrating Hand Crossbow,"Fellblood, 1",-1,+1d6,2,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Stormcraft,1 Combat Round,One-handed,Stormcraft Brutal Light Crossbow,"Fellblood, 1",+1,+0d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Brutal Light Crossbow,"Crossbows balancing power and reload time. ",Stormcraft,1 Combat Round,Two-handed,Stormcraft Brutal Light Crossbow,"Fellblood, 1",+1,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Stormcraft,1 Combat Round,One-handed,Stormcraft Balanced Light Crossbow,"Fellblood, 1",+0,+0d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Balanced Light Crossbow,"Crossbows balancing power and reload time. ",Stormcraft,1 Combat Round,Two-handed,Stormcraft Balanced Light Crossbow,"Fellblood, 1",+0,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Stormcraft,1 Combat Round,One-handed,Stormcraft Penetrating Light Crossbow,"Fellblood, 1",-1,+0d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Penetrating Light Crossbow,"Crossbows balancing power and reload time. ",Stormcraft,1 Combat Round,Two-handed,Stormcraft Penetrating Light Crossbow,"Fellblood, 1",-1,+1d6,3,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Steady,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Brutal Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Brutal Heavy Crossbow,"Fellblood, 1",+1,+2d6,2,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Balanced Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Balanced Heavy Crossbow,"Fellblood, 1",+0,+2d6,3,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Penetrating Heavy Crossbow,Crossbows designed for maximum power disregarding reload time.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Penetrating Heavy Crossbow,"Fellblood, 1",-1,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Brutal Light Bow,Bows favoring easier drawing versus power.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Brutal Light Bow,"Fellblood, 1",+1,+1d6,0,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Balanced Light Bow,Bows favoring easier drawing versus power.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Balanced Light Bow,"Fellblood, 1",+0,+1d6,1,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Penetrating Light Bow,Bows favoring easier drawing versus power.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Penetrating Light Bow,"Fellblood, 1",-1,+1d6,2,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Brutal Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Brutal Heavy Bow,"Fellblood, 2",+1,+2d6,1,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Balanced Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Balanced Heavy Bow,"Fellblood, 2",+0,+2d6,2,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Penetrating Heavy Bow,Bows favoring power over easier drawing. Requires a minimum of 1 STR to draw.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Penetrating Heavy Bow,"Fellblood, 2",-1,+2d6,3,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Muzzleloading Pistol,"Flintlock pistols, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Muzzleloading Pistol,"Flintlock pistols, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft Muzzleloading Pistol,"Fellblood, 3",+0,+2d6,3,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft Muzzleloading Pistol,"Flintlock pistols, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft Muzzleloading Pistol,"Fellblood, 3",+0,+3d6,3,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Painfully Slow,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Arquebus,Can be used as a Combat Roll.,Stormcraft,1 Combat Round,One-handed,Stormcraft Arquebus,"Fellblood, 3",+0,+0d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Arquebus,Can be used as a Combat Roll.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Arquebus,"Fellblood, 3",+0,+2d6,4,"Long (Normal), Long (Disadvantage), Long (Super Disadvantage)",Extremely Slow,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft Musket,Flintlock smoothbore long guns.,Stormcraft,1 Combat Round,One-handed,Stormcraft Musket,"Fellblood, 3",+0,+0d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft Musket,Flintlock smoothbore long guns.,Stormcraft,1 Combat Round,Two-handed,Stormcraft Musket,"Fellblood, 3",+0,+3d6,5,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Painfully Slow,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+2d6,5,"Far (Normal), Far (Disadvantage), Far (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft 9mm Semi-automatic Pistol,"Glock 17, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft 9mm Semi-automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+3d6,5,"Medium (Normal), Medium (Disadvantage), Medium (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft 9mm Burst-fire Pistol,"Beretta 93R, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft 9mm Burst-fire Pistol,"Fellblood, 4",+0,+4d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 9mm Automatic Pistol,"Glock 18, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 9mm Automatic Pistol,"Glock 18, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 9mm Automatic Pistol,"Fellblood, 4",+0,+3d6,5,"Mediocre (Normal), Mediocre (Disadvantage), Mediocre (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
Dual-wielded Stormcraft 9mm Automatic Pistol,"Glock 18, ect...",Stormcraft,1 Combat Round,Dual-wielded,Stormcraft 9mm Automatic Pistol,"Fellblood, 4",+0,+4d6,5,"Short (Normal), Short (Disadvantage), Short (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+1d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 12 Gauge Pump-action Shotgun,"Remington 870, Mossberg 500, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 12 Gauge Pump-action Shotgun,"Fellblood, 4",+0,+3d6,5,"Extended (Normal), Extended (Disadvantage), Extended (Super Disadvantage)",Swift,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+1d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 5.56 Semi-automatic Rifle,"AR-15, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 5.56 Semi-automatic Rifle,"Fellblood, 5",+0,+3d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 5.56 Burst Rifle,"M16A2, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 5.56 Burst Rifle,"Fellblood, 5",+0,+2d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 5.56 Burst Rifle,"M16A2, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 5.56 Burst Rifle,"Fellblood, 5",+0,+4d6,6,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Swift +2,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 5.56 Automatic Rifle,"M4, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 5.56 Automatic Rifle,"Fellblood, 5",+0,+2d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 5.56 Automatic Rifle,"M4, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 5.56 Automatic Rifle,"Fellblood, 5",+0,+4d6,6,"Distant (Normal), Distant (Disadvantage), Distant (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft .308 Bolt Action Rifle,"Remington M700, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft .308 Bolt Action Rifle,"Fellblood, 5",+0,+1d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft .308 Bolt Action Rifle,"Remington M700, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft .308 Bolt Action Rifle,"Fellblood, 5",+0,+4d6,7,"Sniper (Normal), Sniper (Disadvantage), Sniper (Super Disadvantage)",Quick,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft 5.56 Machine Gun,"M249, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft 5.56 Machine Gun,"Fellblood, 6",+0,-2d,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft 5.56 Machine Gun,"M249, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft 5.56 Machine Gun,"Fellblood, 6",+0,+4d6,6,"Extreme (Normal), Extreme (Disadvantage), Extreme (Super Disadvantage)",Rapid,None,"Electric, Shockwave",Stormcraft
One-handed Stormcraft RPG Launcher,"RPG-7, ect...",Stormcraft,1 Combat Round,One-handed,Stormcraft RPG Launcher,"Fellblood, 6",+0,-2d,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,"Electric, Shockwave",Stormcraft
Two-handed Stormcraft RPG Launcher,"RPG-7, ect...",Stormcraft,1 Combat Round,Two-handed,Stormcraft RPG Launcher,"Fellblood, 6",+0,+6d6,10,"Sharpshooter (Normal), Sharpshooter (Disadvantage), Sharpshooter (Super Disadvantage)",Paced,30 ft Sphere,"Electric, Shockwave",Stormcraft
Dual-wielded Magmacraft Unarmed,Just your bare hands. Can be used in a Grapple.,Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Unarmed,"Fellblood, 0",+0,-1d,0,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Magmacraft,1 Combat Round,One-handed,Magmacraft Brutal Close Melee,"Fellblood, 1",+1,+0d6,0,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Brutal Close Melee,"Daggers, shortswords, claws, ect... Can be used in a Grapple.",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Brutal Close Melee,"Fellblood, 1",+1,+1d6,0,Melee,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Magmacraft,1 Combat Round,One-handed,Magmacraft Balanced Close Melee,"Fellblood, 1",+0,+0d6,1,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Balanced Close Melee,"Small warpick, daggers, shortswords, claws, ect... Can be used in a Grapple.",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Balanced Close Melee,"Fellblood, 1",+0,+1d6,1,Melee,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Penetrating Close Melee,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Magmacraft,1 Combat Round,One-handed,Magmacraft Penetrating Close Melee,"Fellblood, 1",-1,+0d6,2,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Penetrating Close Melee,"Small club, crowbars, gauntlets, ect... Can be used in a Grapple.",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Penetrating Close Melee,"Fellblood, 1",-1,+1d6,2,Melee,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Brutal Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Brutal Medium Melee,"Fellblood, 1",+1,+1d6,1,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Brutal Medium Melee,"Bastard Sword, Medium swords with two-handed grips, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Brutal Medium Melee,"Fellblood, 1",+1,+2d6,1,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Brutal Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Brutal Medium Melee,"Fellblood, 1",+1,+2d6,1,Melee,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Balanced Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Balanced Medium Melee,"Fellblood, 1",+0,+1d6,2,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Balanced Medium Melee,"Bastard Sword, Medium swords with two-handed grips, War pick, war hammer's spike, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Balanced Medium Melee,"Fellblood, 1",+0,+2d6,2,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Balanced Medium Melee,"Arming Sword, Sidesword, broadsword, falchion, messer, katana, scimitar, large creature claws, War pick, war hammer's spike, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Balanced Medium Melee,"Fellblood, 1",+0,+2d6,2,Melee,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Penetrating Medium Melee,"Fellblood, 1",-1,+1d6,3,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Two-handed Magmacraft Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Magmacraft,1 Combat Round,Two-handed,Magmacraft Penetrating Medium Melee,"Fellblood, 1",-1,+2d6,3,Melee,Swift,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Penetrating Medium Melee,"War hammer, mace, large creature smash, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Penetrating Medium Melee,"Fellblood, 1",-1,+2d6,3,Melee,Swift +1,None,"Fire, Bludgeon",Magmacraft
One-handed Magmacraft Medium Spear,"Javelin, short spear, large creature horns, ect...",Magmacraft,1 Combat Round,One-handed,Magmacraft Medium Spear,"Fellblood, 1",+2,+1d6,2,Melee,Quick,None,"Fire, Bludgeon",Magmacraft
Dual-wielded Magmacraft Medium Spear,"Javelin, short spear, large creature horns, ect...",Magmacraft,1 Combat Round,Dual-wielded,Magmacraft Medium Spear,"Fellblood, 1",+2,+2d6,2,Melee,Quick,None,"Fire, Bludgeon",Magmacraft
